[33mWARN: gym.spaces.Box autodetected dtype as <class 'numpy.float32'>. Please provide explicit dtype.[0m
Episode:    1 | Duration:    11 | Mean duration:    5.500 | Epsilon threshold: 0.987213
Episode:    2 | Duration:    16 | Mean duration:    9.000 | Epsilon threshold: 0.970741
Episode:    3 | Duration:     9 | Mean duration:    9.000 | Epsilon threshold: 0.961182
Episode:    4 | Duration:    17 | Mean duration:   10.600 | Epsilon threshold: 0.944213
Episode:    5 | Duration:    17 | Mean duration:   11.667 | Epsilon threshold: 0.927548
Episode:    6 | Duration:    10 | Mean duration:   11.429 | Epsilon threshold: 0.91751
Episode:    7 | Duration:    20 | Mean duration:   12.500 | Epsilon threshold: 0.898651
Episode:    8 | Duration:    18 | Mean duration:   13.111 | Epsilon threshold: 0.881926
Episode:    9 | Duration:    30 | Mean duration:   14.800 | Epsilon threshold: 0.855311
Episode:   10 | Duration:    10 | Mean duration:   14.364 | Epsilon threshold: 0.846064
Episode:   11 | Duration:    13 | Mean duration:   14.250 | Epsilon threshold: 0.83444
Episode:   12 | Duration:    22 | Mean duration:   14.846 | Epsilon threshold: 0.815695
Episode:   13 | Duration:    17 | Mean duration:   15.000 | Epsilon threshold: 0.801322
Episode:   14 | Duration:    48 | Mean duration:   17.200 | Epsilon threshold: 0.763482
Episode:   15 | Duration:    56 | Mean duration:   19.625 | Epsilon threshold: 0.721734
Episode:   16 | Duration:    23 | Mean duration:   19.824 | Epsilon threshold: 0.704856
Episode:   17 | Duration:    20 | Mean duration:   19.833 | Epsilon threshold: 0.690416
Episode:   18 | Duration:    47 | Mean duration:   21.263 | Epsilon threshold: 0.658528
Episode:   19 | Duration:    45 | Mean duration:   22.450 | Epsilon threshold: 0.629371
Episode:   20 | Duration:    23 | Mean duration:   22.476 | Epsilon threshold: 0.614683
Episode:   21 | Duration:    70 | Mean duration:   24.636 | Epsilon threshold: 0.57324
Episode:   22 | Duration:    23 | Mean duration:   24.565 | Epsilon threshold: 0.559883
Episode:   23 | Duration:    67 | Mean duration:   26.333 | Epsilon threshold: 0.523734
Episode:   24 | Duration:    14 | Mean duration:   25.840 | Epsilon threshold: 0.516085
Episode:   25 | Duration:    60 | Mean duration:   27.154 | Epsilon threshold: 0.486137
Episode:   26 | Duration:    33 | Mean duration:   27.370 | Epsilon threshold: 0.47022
Episode:   27 | Duration:    82 | Mean duration:   29.321 | Epsilon threshold: 0.433564
Episode:   28 | Duration:    34 | Mean duration:   29.483 | Epsilon threshold: 0.418996
Episode:   29 | Duration:   109 | Mean duration:   32.133 | Epsilon threshold: 0.376392
Episode:   30 | Duration:    65 | Mean duration:   33.194 | Epsilon threshold: 0.352991
Episode:   31 | Duration:   182 | Mean duration:   37.844 | Epsilon threshold: 0.295632
Episode:   32 | Duration:   201 | Mean duration:   42.788 | Epsilon threshold: 0.243389
Episode:   33 | Duration:   260 | Mean duration:   49.176 | Epsilon threshold: 0.189775
Episode:   34 | Duration:   179 | Mean duration:   52.886 | Epsilon threshold: 0.160161
Episode:   35 | Duration:   103 | Mean duration:   54.278 | Epsilon threshold: 0.145328
Episode:   36 | Duration:   197 | Mean duration:   58.135 | Epsilon threshold: 0.121019
Episode:   37 | Duration:   192 | Mean duration:   61.658 | Epsilon threshold: 0.101533
Episode:   38 | Duration:   262 | Mean duration:   66.795 | Epsilon threshold: 0.0803656
Episode:   39 | Duration:   185 | Mean duration:   69.750 | Epsilon threshold: 0.0684227
Episode:   40 | Duration:   220 | Mean duration:   73.415 | Epsilon threshold: 0.0568385
Episode:   41 | Duration:   234 | Mean duration:   77.238 | Epsilon threshold: 0.0470291
Episode:   42 | Duration:   312 | Mean duration:   82.698 | Epsilon threshold: 0.0370775
Episode:   43 | Duration:    61 | Mean duration:   82.205 | Epsilon threshold: 0.0354497
Episode:   44 | Duration:    45 | Mean duration:   81.378 | Epsilon threshold: 0.0343056
Episode:   45 | Duration:   119 | Mean duration:   82.196 | Epsilon threshold: 0.0315571
Episode:   46 | Duration:   460 | Mean duration:   90.234 | Epsilon threshold: 0.023595
Episode:   47 | Duration:   224 | Mean duration:   93.021 | Epsilon threshold: 0.0208559
Episode:   48 | Duration:    88 | Mean duration:   92.918 | Epsilon threshold: 0.0199314
Episode:   49 | Duration:   101 | Mean duration:   93.080 | Epsilon threshold: 0.0189684
Episode:   50 | Duration:   266 | Mean duration:   96.471 | Epsilon threshold: 0.0168668
Episode:   51 | Duration:   189 | Mean duration:   98.250 | Epsilon threshold: 0.0156786
Episode:   52 | Duration:   216 | Mean duration:  100.472 | Epsilon threshold: 0.0145709
Episode:   53 | Duration:    91 | Mean duration:  100.296 | Epsilon threshold: 0.0141691
Episode:   54 | Duration:    77 | Mean duration:   99.873 | Epsilon threshold: 0.0138563
Episode:   55 | Duration:   280 | Mean duration:  103.089 | Epsilon threshold: 0.0129116
Episode:   56 | Duration:   545 | Mean duration:  110.842 | Epsilon threshold: 0.0116866
Episode:   57 | Duration:   214 | Mean duration:  112.621 | Epsilon threshold: 0.0113603
Episode:   58 | Duration:    48 | Mean duration:  111.525 | Epsilon threshold: 0.0112953
Episode:   59 | Duration:   205 | Mean duration:  113.083 | Epsilon threshold: 0.0110541
Episode:   60 | Duration:    46 | Mean duration:  111.984 | Epsilon threshold: 0.0110057
Episode:   61 | Duration:    20 | Mean duration:  110.500 | Epsilon threshold: 0.0109848
Episode:   62 | Duration:    20 | Mean duration:  109.063 | Epsilon threshold: 0.0109644
Episode:   63 | Duration:    29 | Mean duration:  107.812 | Epsilon threshold: 0.0109359
Episode:   64 | Duration:    66 | Mean duration:  107.169 | Epsilon threshold: 0.0108752
Episode:   65 | Duration:   379 | Mean duration:  111.288 | Epsilon threshold: 0.0105985
Episode:   66 | Duration:   337 | Mean duration:  114.657 | Epsilon threshold: 0.0104269
Episode:   67 | Duration:   142 | Mean duration:  115.059 | Epsilon threshold: 0.01037
Episode:   68 | Duration:   344 | Mean duration:  118.377 | Epsilon threshold: 0.010262
Episode:   69 | Duration:   168 | Mean duration:  119.086 | Epsilon threshold: 0.0102213
Episode:   70 | Duration:   486 | Mean duration:  124.254 | Epsilon threshold: 0.010136
Episode:   71 | Duration:   174 | Mean duration:  124.944 | Epsilon threshold: 0.0101141
Episode:   72 | Duration:   237 | Mean duration:  126.479 | Epsilon threshold: 0.01009
Episode:   73 | Duration:   296 | Mean duration:  128.770 | Epsilon threshold: 0.0100669
Episode:   74 | Duration:   237 | Mean duration:  130.213 | Epsilon threshold: 0.0100527
Episode:   75 | Duration:   120 | Mean duration:  130.079 | Epsilon threshold: 0.0100467
Episode:   76 | Duration:   186 | Mean duration:  130.805 | Epsilon threshold: 0.0100387
Episode:   77 | Duration:   259 | Mean duration:  132.449 | Epsilon threshold: 0.0100299
Episode:   78 | Duration:   141 | Mean duration:  132.557 | Epsilon threshold: 0.0100259
Episode:   79 | Duration:   178 | Mean duration:  133.125 | Epsilon threshold: 0.0100217
Episode:   80 | Duration:   315 | Mean duration:  135.370 | Epsilon threshold: 0.0100158
Episode:   81 | Duration:   110 | Mean duration:  135.061 | Epsilon threshold: 0.0100141
Episode:   82 | Duration:    85 | Mean duration:  134.458 | Epsilon threshold: 0.010013
Episode:   83 | Duration:    85 | Mean duration:  133.869 | Epsilon threshold: 0.0100119
Episode:   84 | Duration:   247 | Mean duration:  135.200 | Epsilon threshold: 0.0100093
Episode:   85 | Duration:   181 | Mean duration:  135.733 | Epsilon threshold: 0.0100077
Episode:   86 | Duration:   215 | Mean duration:  136.644 | Epsilon threshold: 0.0100062
Episode:   87 | Duration:   152 | Mean duration:  136.818 | Epsilon threshold: 0.0100054
Episode:   88 | Duration:   281 | Mean duration:  138.438 | Epsilon threshold: 0.010004
Episode:   89 | Duration:   257 | Mean duration:  139.756 | Epsilon threshold: 0.0100031
Episode:   90 | Duration:   194 | Mean duration:  140.352 | Epsilon threshold: 0.0100026
Episode:   91 | Duration:    21 | Mean duration:  139.054 | Epsilon threshold: 0.0100025
Episode:   92 | Duration:    21 | Mean duration:  137.785 | Epsilon threshold: 0.0100025
Episode:   93 | Duration:   332 | Mean duration:  139.851 | Epsilon threshold: 0.0100018
Episode:   94 | Duration:   146 | Mean duration:  139.916 | Epsilon threshold: 0.0100015
Episode:   95 | Duration:   171 | Mean duration:  140.240 | Epsilon threshold: 0.0100013
Episode:   96 | Duration:   147 | Mean duration:  140.309 | Epsilon threshold: 0.0100011
Episode:   97 | Duration:    88 | Mean duration:  139.776 | Epsilon threshold: 0.010001
Episode:   98 | Duration:   163 | Mean duration:  140.010 | Epsilon threshold: 0.0100009
Episode:   99 | Duration:   142 | Mean duration:  140.030 | Epsilon threshold: 0.0100007
Episode:  100 | Duration:   172 | Mean duration:  141.750 | Epsilon threshold: 0.0100006
Episode:  101 | Duration:   248 | Mean duration:  144.120 | Epsilon threshold: 0.0100005
Episode:  102 | Duration:   264 | Mean duration:  146.600 | Epsilon threshold: 0.0100004
Episode:  103 | Duration:   138 | Mean duration:  147.890 | Epsilon threshold: 0.0100003
Episode:  104 | Duration:   221 | Mean duration:  149.930 | Epsilon threshold: 0.0100003
Episode:  105 | Duration:   153 | Mean duration:  151.290 | Epsilon threshold: 0.0100002
Episode:  106 | Duration:   129 | Mean duration:  152.480 | Epsilon threshold: 0.0100002
Episode:  107 | Duration:   236 | Mean duration:  154.640 | Epsilon threshold: 0.0100002
Episode:  108 | Duration:   131 | Mean duration:  155.770 | Epsilon threshold: 0.0100001
Episode:  109 | Duration:   142 | Mean duration:  156.890 | Epsilon threshold: 0.0100001
Episode:  110 | Duration:   291 | Mean duration:  159.700 | Epsilon threshold: 0.0100001
Episode:  111 | Duration:   151 | Mean duration:  161.080 | Epsilon threshold: 0.0100001
Episode:  112 | Duration:   195 | Mean duration:  162.810 | Epsilon threshold: 0.0100001
Episode:  113 | Duration:   151 | Mean duration:  164.150 | Epsilon threshold: 0.0100001
Episode:  114 | Duration:   329 | Mean duration:  166.960 | Epsilon threshold: 0.01
Episode:  115 | Duration:   163 | Mean duration:  168.030 | Epsilon threshold: 0.01
Episode:  116 | Duration:   364 | Mean duration:  171.440 | Epsilon threshold: 0.01
Episode:  117 | Duration:   202 | Mean duration:  173.260 | Epsilon threshold: 0.01
Episode:  118 | Duration:   164 | Mean duration:  174.430 | Epsilon threshold: 0.01
Episode:  119 | Duration:   233 | Mean duration:  176.310 | Epsilon threshold: 0.01
Episode:  120 | Duration:   136 | Mean duration:  177.440 | Epsilon threshold: 0.01
Episode:  121 | Duration:   133 | Mean duration:  178.070 | Epsilon threshold: 0.01
Episode:  122 | Duration:   171 | Mean duration:  179.550 | Epsilon threshold: 0.01
Episode:  123 | Duration:   109 | Mean duration:  179.970 | Epsilon threshold: 0.01
Episode:  124 | Duration:   129 | Mean duration:  181.120 | Epsilon threshold: 0.01
Episode:  125 | Duration:   125 | Mean duration:  181.770 | Epsilon threshold: 0.01
Episode:  126 | Duration:   224 | Mean duration:  183.680 | Epsilon threshold: 0.01
Episode:  127 | Duration:   349 | Mean duration:  186.350 | Epsilon threshold: 0.01
Episode:  128 | Duration:   134 | Mean duration:  187.350 | Epsilon threshold: 0.01
Episode:  129 | Duration:   180 | Mean duration:  188.060 | Epsilon threshold: 0.01
Episode:  130 | Duration:   113 | Mean duration:  188.540 | Epsilon threshold: 0.01
Episode:  131 | Duration:   105 | Mean duration:  187.770 | Epsilon threshold: 0.01
Episode:  132 | Duration:    99 | Mean duration:  186.750 | Epsilon threshold: 0.01
Episode:  133 | Duration:    49 | Mean duration:  184.640 | Epsilon threshold: 0.01
Episode:  134 | Duration:    15 | Mean duration:  183.000 | Epsilon threshold: 0.01
Episode:  135 | Duration:    16 | Mean duration:  182.130 | Epsilon threshold: 0.01
Episode:  136 | Duration:    16 | Mean duration:  180.320 | Epsilon threshold: 0.01
Episode:  137 | Duration:    14 | Mean duration:  178.540 | Epsilon threshold: 0.01
Episode:  138 | Duration:    39 | Mean duration:  176.310 | Epsilon threshold: 0.01
Episode:  139 | Duration:    54 | Mean duration:  175.000 | Epsilon threshold: 0.01
Episode:  140 | Duration:   119 | Mean duration:  173.990 | Epsilon threshold: 0.01
Episode:  141 | Duration:   321 | Mean duration:  174.860 | Epsilon threshold: 0.01
Episode:  142 | Duration:   468 | Mean duration:  176.420 | Epsilon threshold: 0.01
Episode:  143 | Duration:   271 | Mean duration:  178.520 | Epsilon threshold: 0.01
Episode:  144 | Duration:   236 | Mean duration:  180.430 | Epsilon threshold: 0.01
