[33mWARN: gym.spaces.Box autodetected dtype as <class 'numpy.float32'>. Please provide explicit dtype.[0m
Episode:    1 | Duration:    27 | Mean duration:   13.500 | Epsilon threshold: 0.971702
Episode:    2 | Duration:    13 | Mean duration:   13.333 | Epsilon threshold: 0.958332
Episode:    3 | Duration:    18 | Mean duration:   14.500 | Epsilon threshold: 0.940484
Episode:    4 | Duration:    15 | Mean duration:   14.600 | Epsilon threshold: 0.925715
Episode:    5 | Duration:    11 | Mean duration:   14.000 | Epsilon threshold: 0.914792
Episode:    6 | Duration:    18 | Mean duration:   14.571 | Epsilon threshold: 0.897763
Episode:    7 | Duration:    21 | Mean duration:   15.375 | Epsilon threshold: 0.878446
Episode:    8 | Duration:    18 | Mean duration:   15.667 | Epsilon threshold: 0.862101
Episode:    9 | Duration:    15 | Mean duration:   15.600 | Epsilon threshold: 0.848576
Episode:   10 | Duration:    13 | Mean duration:   15.364 | Epsilon threshold: 0.836918
Episode:   11 | Duration:    18 | Mean duration:   15.583 | Epsilon threshold: 0.821354
Episode:   12 | Duration:    22 | Mean duration:   16.077 | Epsilon threshold: 0.802906
Episode:   13 | Duration:    33 | Mean duration:   17.286 | Epsilon threshold: 0.776401
Episode:   14 | Duration:    17 | Mean duration:   17.267 | Epsilon threshold: 0.762729
Episode:   15 | Duration:    38 | Mean duration:   18.562 | Epsilon threshold: 0.733937
Episode:   16 | Duration:    24 | Mean duration:   18.882 | Epsilon threshold: 0.716063
Episode:   17 | Duration:    33 | Mean duration:   19.667 | Epsilon threshold: 0.692461
Episode:   18 | Duration:    24 | Mean duration:   19.895 | Epsilon threshold: 0.675611
Episode:   19 | Duration:    18 | Mean duration:   19.800 | Epsilon threshold: 0.663083
Episode:   20 | Duration:    36 | Mean duration:   20.571 | Epsilon threshold: 0.639361
Episode:   21 | Duration:    21 | Mean duration:   20.591 | Epsilon threshold: 0.625666
Episode:   22 | Duration:    39 | Mean duration:   21.391 | Epsilon threshold: 0.601526
Episode:   23 | Duration:    24 | Mean duration:   21.500 | Epsilon threshold: 0.586921
Episode:   24 | Duration:    21 | Mean duration:   21.480 | Epsilon threshold: 0.574367
Episode:   25 | Duration:    64 | Mean duration:   23.115 | Epsilon threshold: 0.53885
Episode:   26 | Duration:    47 | Mean duration:   24.000 | Epsilon threshold: 0.514065
Episode:   27 | Duration:    14 | Mean duration:   23.643 | Epsilon threshold: 0.50656
Episode:   28 | Duration:    21 | Mean duration:   23.552 | Epsilon threshold: 0.495755
Episode:   29 | Duration:    41 | Mean duration:   24.133 | Epsilon threshold: 0.475776
Episode:   30 | Duration:    39 | Mean duration:   24.613 | Epsilon threshold: 0.457513
Episode:   31 | Duration:    46 | Mean duration:   25.281 | Epsilon threshold: 0.436966
Episode:   32 | Duration:    51 | Mean duration:   26.061 | Epsilon threshold: 0.415331
Episode:   33 | Duration:    54 | Mean duration:   26.882 | Epsilon threshold: 0.39364
Episode:   34 | Duration:    12 | Mean duration:   26.457 | Epsilon threshold: 0.388685
Episode:   35 | Duration:    26 | Mean duration:   26.444 | Epsilon threshold: 0.378597
Episode:   36 | Duration:    34 | Mean duration:   26.649 | Epsilon threshold: 0.36592
Episode:   37 | Duration:    33 | Mean duration:   26.816 | Epsilon threshold: 0.354022
Episode:   38 | Duration:    25 | Mean duration:   26.769 | Epsilon threshold: 0.345192
Episode:   39 | Duration:    39 | Mean duration:   27.075 | Epsilon threshold: 0.332049
