[33mWARN: gym.spaces.Box autodetected dtype as <class 'numpy.float32'>. Please provide explicit dtype.[0m
Episode:    1 | Duration:    48 | Mean duration:   24.000 | Epsilon threshold: 0.951717
Episode:    2 | Duration:    13 | Mean duration:   20.333 | Epsilon threshold: 0.938625
Episode:    3 | Duration:    23 | Mean duration:   21.000 | Epsilon threshold: 0.916603
Episode:    4 | Duration:    28 | Mean duration:   22.400 | Epsilon threshold: 0.890689
Episode:    5 | Duration:    31 | Mean duration:   23.833 | Epsilon threshold: 0.862953
Episode:    6 | Duration:    38 | Mean duration:   25.857 | Epsilon threshold: 0.830329
Episode:    7 | Duration:    29 | Mean duration:   26.250 | Epsilon threshold: 0.806084
Episode:    8 | Duration:    41 | Mean duration:   27.889 | Epsilon threshold: 0.773341
Episode:    9 | Duration:    46 | Mean duration:   29.700 | Epsilon threshold: 0.738294
Episode:   10 | Duration:    33 | Mean duration:   30.000 | Epsilon threshold: 0.713948
Episode:   11 | Duration:    25 | Mean duration:   29.583 | Epsilon threshold: 0.695882
Episode:   12 | Duration:    36 | Mean duration:   30.077 | Epsilon threshold: 0.670968
Episode:   13 | Duration:    11 | Mean duration:   28.714 | Epsilon threshold: 0.663083
Episode:   14 | Duration:    51 | Mean duration:   30.200 | Epsilon threshold: 0.629991
Episode:   15 | Duration:    37 | Mean duration:   30.625 | Epsilon threshold: 0.606873
Episode:   16 | Duration:    57 | Mean duration:   32.176 | Epsilon threshold: 0.57324
Episode:   17 | Duration:    78 | Mean duration:   34.722 | Epsilon threshold: 0.530456
Episode:   18 | Duration:    31 | Mean duration:   34.526 | Epsilon threshold: 0.514065
Episode:   19 | Duration:    38 | Mean duration:   34.700 | Epsilon threshold: 0.494785
Episode:   20 | Duration:    56 | Mean duration:   35.714 | Epsilon threshold: 0.467925
Episode:   21 | Duration:    33 | Mean duration:   35.591 | Epsilon threshold: 0.452617
Episode:   22 | Duration:    18 | Mean duration:   34.826 | Epsilon threshold: 0.444287
Episode:   23 | Duration:   116 | Mean duration:   38.208 | Epsilon threshold: 0.396335
Episode:   24 | Duration:    71 | Mean duration:   39.520 | Epsilon threshold: 0.369497
Episode:   25 | Duration:   104 | Mean duration:   42.000 | Epsilon threshold: 0.333664
Episode:   26 | Duration:   156 | Mean duration:   46.222 | Epsilon threshold: 0.286637
Episode:   27 | Duration:   701 | Mean duration:   69.607 | Epsilon threshold: 0.147099
Episode:   28 | Duration:   300 | Mean duration:   77.552 | Epsilon threshold: 0.111464
Episode:   29 | Duration:   345 | Mean duration:   86.467 | Epsilon threshold: 0.0817871
Episode:   30 | Duration:   194 | Mean duration:   89.935 | Epsilon threshold: 0.0690689
Episode:   31 | Duration:   158 | Mean duration:   92.062 | Epsilon threshold: 0.0603856
Episode:   32 | Duration:   153 | Mean duration:   93.909 | Epsilon threshold: 0.0531941
Episode:   33 | Duration:   187 | Mean duration:   96.647 | Epsilon threshold: 0.0457913
Episode:   34 | Duration:   178 | Mean duration:   98.971 | Epsilon threshold: 0.0399253
Episode:   35 | Duration:   136 | Mean duration:  100.000 | Epsilon threshold: 0.036094
Episode:   36 | Duration:   237 | Mean duration:  103.703 | Epsilon threshold: 0.0305674
Episode:   37 | Duration:    93 | Mean duration:  103.421 | Epsilon threshold: 0.0287221
Episode:   38 | Duration:   111 | Mean duration:  103.615 | Epsilon threshold: 0.0267384
Episode:   39 | Duration:   219 | Mean duration:  106.500 | Epsilon threshold: 0.0234329
Episode:   40 | Duration:   735 | Mean duration:  121.829 | Epsilon threshold: 0.0164347
Episode:   41 | Duration:   198 | Mean duration:  123.643 | Epsilon threshold: 0.0152736
Episode:   42 | Duration:   327 | Mean duration:  128.372 | Epsilon threshold: 0.0137989
Episode:   43 | Duration:   409 | Mean duration:  134.750 | Epsilon threshold: 0.0125211
Episode:   44 | Duration:   314 | Mean duration:  138.733 | Epsilon threshold: 0.0118399
Episode:   45 | Duration:   278 | Mean duration:  141.761 | Epsilon threshold: 0.0113919
Episode:   46 | Duration:   148 | Mean duration:  141.894 | Epsilon threshold: 0.0111993
Episode:   47 | Duration:   246 | Mean duration:  144.062 | Epsilon threshold: 0.0109368
Episode:   48 | Duration:   158 | Mean duration:  144.347 | Epsilon threshold: 0.0107991
Episode:   49 | Duration:   216 | Mean duration:  145.780 | Epsilon threshold: 0.0106432
Episode:   50 | Duration:   274 | Mean duration:  148.294 | Epsilon threshold: 0.0104886
Episode:   51 | Duration:   300 | Mean duration:  151.212 | Epsilon threshold: 0.0103616
Episode:   52 | Duration:   226 | Mean duration:  152.623 | Epsilon threshold: 0.0102881
Episode:   53 | Duration:   214 | Mean duration:  153.759 | Epsilon threshold: 0.0102324
Episode:   54 | Duration:   304 | Mean duration:  156.491 | Epsilon threshold: 0.0101713
Episode:   55 | Duration:   282 | Mean duration:  158.732 | Epsilon threshold: 0.0101291
Episode:   56 | Duration:   253 | Mean duration:  160.386 | Epsilon threshold: 0.0101001
Episode:   57 | Duration:   399 | Mean duration:  164.500 | Epsilon threshold: 0.0100671
Episode:   58 | Duration:   662 | Mean duration:  172.932 | Epsilon threshold: 0.0100346
Episode:   59 | Duration:   270 | Mean duration:  174.550 | Epsilon threshold: 0.0100264
Episode:   60 | Duration:    81 | Mean duration:  173.016 | Epsilon threshold: 0.0100243
Episode:   61 | Duration:   324 | Mean duration:  175.452 | Epsilon threshold: 0.0100176
Episode:   62 | Duration:    81 | Mean duration:  173.952 | Epsilon threshold: 0.0100162
Episode:   63 | Duration:    17 | Mean duration:  171.500 | Epsilon threshold: 0.0100159
Episode:   64 | Duration:     9 | Mean duration:  169.000 | Epsilon threshold: 0.0100157
Episode:   65 | Duration:     7 | Mean duration:  166.545 | Epsilon threshold: 0.0100156
Episode:   66 | Duration:     7 | Mean duration:  164.164 | Epsilon threshold: 0.0100155
Episode:   67 | Duration:     7 | Mean duration:  161.853 | Epsilon threshold: 0.0100154
Episode:   68 | Duration:     8 | Mean duration:  159.623 | Epsilon threshold: 0.0100152
Episode:   69 | Duration:    11 | Mean duration:  157.500 | Epsilon threshold: 0.010015
Episode:   70 | Duration:    15 | Mean duration:  155.493 | Epsilon threshold: 0.0100148
Episode:   71 | Duration:    14 | Mean duration:  153.528 | Epsilon threshold: 0.0100146
Episode:   72 | Duration:     9 | Mean duration:  151.548 | Epsilon threshold: 0.0100144
Episode:   73 | Duration:    14 | Mean duration:  149.689 | Epsilon threshold: 0.0100142
Episode:   74 | Duration:    12 | Mean duration:  147.853 | Epsilon threshold: 0.010014
Episode:   75 | Duration:    13 | Mean duration:  146.079 | Epsilon threshold: 0.0100138
Episode:   76 | Duration:    15 | Mean duration:  144.377 | Epsilon threshold: 0.0100136
Episode:   77 | Duration:    28 | Mean duration:  142.885 | Epsilon threshold: 0.0100132
Episode:   78 | Duration:    96 | Mean duration:  142.291 | Epsilon threshold: 0.010012
Episode:   79 | Duration:    85 | Mean duration:  141.575 | Epsilon threshold: 0.010011
Episode:   80 | Duration:    65 | Mean duration:  140.630 | Epsilon threshold: 0.0100103
Episode:   81 | Duration:    24 | Mean duration:  139.207 | Epsilon threshold: 0.0100101
Episode:   82 | Duration:    24 | Mean duration:  137.819 | Epsilon threshold: 0.0100098
Episode:   83 | Duration:    13 | Mean duration:  136.333 | Epsilon threshold: 0.0100097
Episode:   84 | Duration:    23 | Mean duration:  135.000 | Epsilon threshold: 0.0100094
Episode:   85 | Duration:    24 | Mean duration:  133.709 | Epsilon threshold: 0.0100092
Episode:   86 | Duration:    54 | Mean duration:  132.793 | Epsilon threshold: 0.0100087
Episode:   87 | Duration:    58 | Mean duration:  131.943 | Epsilon threshold: 0.0100082
Episode:   88 | Duration:    70 | Mean duration:  131.247 | Epsilon threshold: 0.0100077
Episode:   89 | Duration:    55 | Mean duration:  130.400 | Epsilon threshold: 0.0100072
Episode:   90 | Duration:    92 | Mean duration:  129.978 | Epsilon threshold: 0.0100066
Episode:   91 | Duration:   104 | Mean duration:  129.696 | Epsilon threshold: 0.0100059
Episode:   92 | Duration:    80 | Mean duration:  129.161 | Epsilon threshold: 0.0100055
Episode:   93 | Duration:    63 | Mean duration:  128.457 | Epsilon threshold: 0.0100051
Episode:   94 | Duration:    80 | Mean duration:  127.947 | Epsilon threshold: 0.0100047
Episode:   95 | Duration:    42 | Mean duration:  127.052 | Epsilon threshold: 0.0100045
Episode:   96 | Duration:   107 | Mean duration:  126.845 | Epsilon threshold: 0.0100041
Episode:   97 | Duration:   103 | Mean duration:  126.602 | Epsilon threshold: 0.0100037
Episode:   98 | Duration:   100 | Mean duration:  126.333 | Epsilon threshold: 0.0100033
Episode:   99 | Duration:   123 | Mean duration:  126.300 | Epsilon threshold: 0.0100029
Episode:  100 | Duration:   246 | Mean duration:  128.760 | Epsilon threshold: 0.0100023
Episode:  101 | Duration:   206 | Mean duration:  130.340 | Epsilon threshold: 0.0100019
Episode:  102 | Duration:   286 | Mean duration:  133.070 | Epsilon threshold: 0.0100014
Episode:  103 | Duration:   380 | Mean duration:  136.640 | Epsilon threshold: 0.010001
